voxel,x,y,z,visual_cortex,early_visual,higher_visual,V1,V2,V3,V4
7179,41,11,48,True,False,True,False,False,False,False
7180,41,11,49,True,False,True,False,False,False,False
7181,41,12,33,True,True,False,False,True,False,False
7182,41,12,34,True,True,False,False,True,False,False
7183,41,12,35,True,True,False,False,True,False,False
7184,41,12,36,True,True,False,False,True,False,False
7185,41,12,37,True,True,False,False,True,False,False
7186,41,12,38,True,True,False,False,True,False,False
7187,41,12,41,True,True,False,True,False,False,False
7188,41,12,42,True,False,True,False,False,False,False
7189,41,12,43,True,False,True,False,False,False,False
7190,41,12,44,True,False,True,False,False,False,False
7191,41,12,45,True,False,True,False,False,False,False
7192,41,12,46,True,False,True,False,False,False,False
7193,41,12,47,True,False,True,False,False,False,False
7194,41,12,48,True,False,True,False,False,False,False
7195,41,12,49,True,False,True,False,False,False,False
7196,41,12,50,True,False,True,False,False,False,False
7197,41,13,32,True,True,False,False,False,True,False
7198,41,13,33,True,True,False,False,False,True,False
7199,41,13,34,True,False,True,False,False,False,False
7200,41,13,35,True,False,True,False,False,False,False
7201,41,13,36,True,False,True,False,False,False,False
7202,41,13,37,True,False,True,False,False,False,False
7203,41,13,38,True,False,True,False,False,False,False
7204,41,13,40,True,False,True,False,False,False,False
7205,41,13,41,True,False,True,False,False,False,False
7206,41,13,43,True,False,True,False,False,False,False
7207,41,13,44,True,False,True,False,False,False,False
7208,41,13,45,True,False,True,False,False,False,False
7209,41,13,46,True,False,True,False,False,False,False
7210,41,13,47,True,False,True,False,False,False,False
7211,41,13,48,True,False,True,False,False,False,False
7212,41,13,49,True,False,True,False,False,False,False
7213,41,14,32,True,True,False,False,False,True,False
7214,41,14,33,True,True,False,False,False,True,False
7215,41,14,34,True,False,True,False,False,False,False
7216,41,14,35,True,False,True,False,False,False,False
7217,41,14,36,True,False,True,False,False,False,False
7218,41,14,37,True,False,True,False,False,False,False
7219,41,14,38,True,False,True,False,False,False,False
7220,41,14,40,True,False,True,False,False,False,False
7221,41,14,41,True,False,True,False,False,False,False
7222,41,14,42,True,False,True,False,False,False,False
7223,41,14,43,True,False,True,False,False,False,False
7224,41,14,46,True,False,True,False,False,False,False
7225,41,14,47,True,False,True,False,False,False,False
7226,41,14,48,True,False,True,False,False,False,False
7227,41,14,49,True,False,True,False,False,False,False
7228,41,15,32,True,True,False,False,False,True,False
7229,41,15,33,True,False,True,False,False,False,False
7230,41,15,34,True,False,True,False,False,False,False
7231,41,15,35,True,False,True,False,False,False,False
7232,41,15,36,True,False,True,False,False,False,False
7233,41,15,37,True,False,True,False,False,False,False
7234,41,15,38,True,False,True,False,False,False,False
7235,41,15,39,True,False,True,False,False,False,False
7236,41,15,41,True,False,True,False,False,False,False
7237,41,15,42,True,False,True,False,False,False,False
7238,41,15,44,True,False,True,False,False,False,False
7239,41,15,45,True,False,True,False,False,False,False
7240,41,15,46,True,False,True,False,False,False,False
7241,41,15,47,True,False,True,False,False,False,False
7242,41,15,48,True,False,True,False,False,False,False
7243,41,15,49,True,False,True,False,False,False,False
7244,41,16,32,True,True,False,False,False,True,False
7245,41,16,33,True,False,True,False,False,False,False
7246,41,16,34,True,False,True,False,False,False,False
7247,41,16,35,True,False,True,False,False,False,False
7248,41,16,36,True,False,True,False,False,False,False
7249,41,16,37,True,False,True,False,False,False,False
7250,41,16,38,True,False,True,False,False,False,False
7251,41,16,39,True,False,True,False,False,False,False
7252,41,16,40,True,False,True,False,False,False,False
7253,41,16,42,True,False,True,False,False,False,False
7254,41,17,32,True,False,True,False,False,False,False
7255,41,17,33,True,False,True,False,False,False,False
7256,41,17,34,True,False,True,False,False,False,False
7257,41,17,35,True,False,True,False,False,False,False
7258,41,17,36,True,False,True,False,False,False,False
7259,41,17,37,True,False,True,False,False,False,False
7260,41,17,38,True,False,True,False,False,False,False
7261,41,17,39,True,False,True,False,False,False,False
7262,41,17,40,True,False,True,False,False,False,False
7263,41,17,42,True,False,True,False,False,False,False
7264,41,18,33,True,False,True,False,False,False,False
7265,41,18,34,True,False,True,False,False,False,False
7266,41,18,35,True,False,True,False,False,False,False
7267,41,18,36,True,False,True,False,False,False,False
7268,41,18,37,True,False,True,False,False,False,False
7269,41,18,38,True,False,True,False,False,False,False
7270,41,18,39,True,False,True,False,False,False,False
7271,41,18,42,True,False,True,False,False,False,False
7272,41,18,43,True,False,True,False,False,False,False
7273,41,19,34,True,False,True,False,False,False,False
7274,41,19,35,True,False,True,False,False,False,False
7275,41,19,36,True,False,True,False,False,False,False
7276,41,19,37,True,False,True,False,False,False,False
7277,41,19,38,True,False,True,False,False,False,False
7278,41,19,39,True,False,True,False,False,False,False
7279,41,19,40,True,False,True,False,False,False,False
7280,41,19,41,True,False,True,False,False,False,False
7281,41,19,42,True,False,True,False,False,False,False
7282,41,20,35,True,False,True,False,False,False,False
7283,41,20,36,True,False,True,False,False,False,False
7284,41,20,37,True,False,True,False,False,False,False
7285,41,20,39,True,False,True,False,False,False,False
7286,41,20,40,True,False,True,False,False,False,False
7287,41,20,41,True,False,True,False,False,False,False
7288,41,20,42,True,False,True,False,False,False,False
7289,41,20,43,True,False,True,False,False,False,False
7290,41,21,36,True,False,True,False,False,False,False
7291,41,21,37,True,False,True,False,False,False,False
7292,41,21,38,True,False,True,False,False,False,False
7293,41,21,42,True,False,True,False,False,False,False
7294,41,22,37,True,False,True,False,False,False,False
7295,41,22,38,True,False,True,False,False,False,False
7296,41,22,39,True,False,True,False,False,False,False
7297,42,4,39,True,True,False,True,False,False,False
7298,42,4,42,True,True,False,True,False,False,False
7299,42,4,44,True,True,False,False,True,False,False
7300,42,4,45,True,True,False,False,True,False,False
7301,42,4,46,True,True,False,False,True,False,False
7302,42,4,47,True,True,False,False,True,False,False
7303,42,5,36,True,True,False,False,True,False,False
7304,42,5,37,True,True,False,True,False,False,False
7305,42,5,38,True,True,False,True,False,False,False
7306,42,5,39,True,True,False,True,False,False,False
7307,42,5,40,True,True,False,True,False,False,False
7308,42,5,41,True,True,False,True,False,False,False
7309,42,5,42,True,True,False,True,False,False,False
7310,42,5,43,True,True,False,True,False,False,False
7311,42,5,44,True,True,False,True,False,False,False
7312,42,5,45,True,True,False,True,False,False,False
7313,42,5,46,True,True,False,True,False,False,False
7314,42,5,47,True,True,False,True,False,False,False
7315,42,5,48,True,True,False,False,True,False,False
7316,42,5,49,True,False,True,False,False,False,False
7317,42,6,35,True,True,False,False,True,False,False
7318,42,6,36,True,True,False,False,True,False,False
7319,42,6,37,True,True,False,True,False,False,False
7320,42,6,38,True,True,False,True,False,False,False
7321,42,6,39,True,True,False,True,False,False,False
7322,42,6,40,True,True,False,True,False,False,False
7323,42,6,41,True,True,False,True,False,False,False
7324,42,6,42,True,True,False,True,False,False,False
7325,42,6,43,True,True,False,True,False,False,False
7326,42,6,44,True,True,False,True,False,False,False
7327,42,6,48,True,False,True,False,False,False,False
7328,42,6,49,True,False,True,False,False,False,False
7329,42,6,50,True,False,True,False,False,False,False
7330,42,6,51,True,False,True,False,False,False,False
7331,42,7,34,True,True,False,False,True,False,False
7332,42,7,35,True,True,False,False,True,False,False
7333,42,7,36,True,True,False,False,True,False,False
7334,42,7,37,True,True,False,False,True,False,False
7335,42,7,38,True,True,False,True,False,False,False
7336,42,7,39,True,True,False,True,False,False,False
7337,42,7,40,True,True,False,True,False,False,False
7338,42,7,41,True,True,False,True,False,False,False
7339,42,7,42,True,True,False,True,False,False,False
7340,42,7,43,True,True,False,True,False,False,False
7341,42,7,44,True,True,False,True,False,False,False
7342,42,7,45,True,True,False,True,False,False,False
7343,42,7,46,True,True,False,True,False,False,False
7344,42,7,47,True,True,False,True,False,False,False
7345,42,7,49,True,False,True,False,False,False,False
7346,42,7,50,True,False,True,False,False,False,False
7347,42,7,51,True,False,True,False,False,False,False
7348,42,7,52,True,False,True,False,False,False,False
7349,42,8,34,True,True,False,False,True,False,False
7350,42,8,35,True,True,False,False,True,False,False
7351,42,8,36,True,True,False,False,True,False,False
7352,42,8,37,True,True,False,False,True,False,False
7353,42,8,38,True,True,False,False,True,False,False
7354,42,8,39,True,False,True,False,False,False,False
7355,42,8,40,True,True,False,True,False,False,False
7356,42,8,41,True,True,False,True,False,False,False
7357,42,8,42,True,True,False,True,False,False,False
7358,42,8,43,True,True,False,True,False,False,False
7359,42,8,44,True,True,False,True,False,False,False
7360,42,8,45,True,True,False,True,False,False,False
7361,42,8,46,True,True,False,True,False,False,False
7362,42,8,47,True,True,False,True,False,False,False
7363,42,8,51,True,False,True,False,False,False,False
7364,42,8,52,True,False,True,False,False,False,False
7365,42,8,53,True,False,True,False,False,False,False
7366,42,9,37,True,True,False,False,True,False,False
7367,42,9,38,True,True,False,False,True,False,False
7368,42,9,39,True,True,False,False,True,False,False
7369,42,9,41,True,True,False,True,False,False,False
7370,42,9,42,True,True,False,True,False,False,False
7371,42,9,45,True,False,True,False,False,False,False
7372,42,9,46,True,True,False,True,False,False,False
7373,42,9,47,True,True,False,True,False,False,False
7374,42,9,48,True,False,True,False,False,False,False
7375,42,9,49,True,False,True,False,False,False,False
7376,42,9,50,True,False,True,False,False,False,False
7377,42,9,51,True,False,True,False,False,False,False
7378,42,9,52,True,False,True,False,False,False,False
7379,42,10,34,True,True,False,False,True,False,False
7380,42,10,35,True,True,False,False,True,False,False
7381,42,10,36,True,True,False,False,True,False,False
7382,42,10,37,True,True,False,False,True,False,False
7383,42,10,38,True,True,False,False,True,False,False
7384,42,10,39,True,True,False,False,True,False,False
7385,42,10,41,True,True,False,True,False,False,False
7386,42,10,42,True,True,False,True,False,False,False
7387,42,10,44,True,False,True,False,False,False,False
7388,42,10,45,True,False,True,False,False,False,False
7389,42,10,46,True,False,True,False,False,False,False
7390,42,10,48,True,False,True,False,False,False,False
7391,42,10,49,True,False,True,False,False,False,False
7392,42,10,50,True,False,True,False,False,False,False
7393,42,10,51,True,False,True,False,False,False,False
7394,42,11,34,True,True,False,False,True,False,False
7395,42,11,35,True,True,False,False,True,False,False
7396,42,11,36,True,True,False,False,True,False,False
7397,42,11,37,True,True,False,False,True,False,False
7398,42,11,38,True,True,False,False,True,False,False
7399,42,11,41,True,True,False,True,False,False,False
7400,42,11,42,True,False,True,False,False,False,False
7401,42,11,43,True,False,True,False,False,False,False
7402,42,11,44,True,False,True,False,False,False,False
7403,42,11,45,True,False,True,False,False,False,False
7404,42,11,46,True,False,True,False,False,False,False
7405,42,11,47,True,False,True,False,False,False,False
7406,42,11,48,True,False,True,False,False,False,False
7407,42,11,49,True,False,True,False,False,False,False
7408,42,11,50,True,False,True,False,False,False,False
7409,42,12,34,True,True,False,False,True,False,False
7410,42,12,35,True,True,False,False,True,False,False
7411,42,12,36,True,False,True,False,False,False,False
7412,42,12,37,True,True,False,False,True,False,False
7413,42,12,38,True,True,False,False,True,False,False
7414,42,12,39,True,False,True,False,False,False,False
7415,42,12,40,True,False,True,False,False,False,False
7416,42,12,41,True,False,True,False,False,False,False
7417,42,12,42,True,False,True,False,False,False,False
7418,42,12,43,True,False,True,False,False,False,False
7419,42,12,44,True,False,True,False,False,False,False
7420,42,12,45,True,False,True,False,False,False,False
7421,42,12,46,True,False,True,False,False,False,False
7422,42,12,47,True,False,True,False,False,False,False
7423,42,12,48,True,False,True,False,False,False,False
7424,42,12,49,True,False,True,False,False,False,False
7425,42,13,33,True,False,True,False,False,False,False
7426,42,13,34,True,False,True,False,False,False,False
7427,42,13,35,True,False,True,False,False,False,False
7428,42,13,36,True,False,True,False,False,False,False
7429,42,13,37,True,False,True,False,False,False,False
7430,42,13,39,True,False,True,False,False,False,False
7431,42,13,40,True,False,True,False,False,False,False
7432,42,13,41,True,False,True,False,False,False,False
7433,42,13,42,True,False,True,False,False,False,False
7434,42,13,43,True,False,True,False,False,False,False
7435,42,13,44,True,False,True,False,False,False,False
7436,42,13,45,True,False,True,False,False,False,False
7437,42,13,46,True,False,True,False,False,False,False
7438,42,13,47,True,False,True,False,False,False,False
7439,42,13,48,True,False,True,False,False,False,False
7440,42,14,33,True,False,True,False,False,False,False
7441,42,14,34,True,False,True,False,False,False,False
7442,42,14,35,True,False,True,False,False,False,False
7443,42,14,36,True,False,True,False,False,False,False
7444,42,14,37,True,False,True,False,False,False,False
7445,42,14,38,True,False,True,False,False,False,False
7446,42,14,39,True,False,True,False,False,False,False
7447,42,14,40,True,False,True,False,False,False,False
7448,42,14,41,True,False,True,False,False,False,False
7449,42,14,42,True,False,True,False,False,False,False
7450,42,14,43,True,False,True,False,False,False,False
7451,42,14,44,True,False,True,False,False,False,False
7452,42,14,45,True,False,True,False,False,False,False
7453,42,14,46,True,False,True,False,False,False,False
7454,42,14,47,True,False,True,False,False,False,False
7455,42,14,48,True,False,True,False,False,False,False
7456,42,14,49,True,False,True,False,False,False,False
7457,42,15,33,True,False,True,False,False,False,False
7458,42,15,34,True,False,True,False,False,False,False
7459,42,15,35,True,False,True,False,False,False,False
7460,42,15,36,True,False,True,False,False,False,False
7461,42,15,37,True,False,True,False,False,False,False
7462,42,15,38,True,False,True,False,False,False,False
7463,42,15,40,True,False,True,False,False,False,False
7464,42,15,41,True,False,True,False,False,False,False
7465,42,15,42,True,False,True,False,False,False,False
7466,42,15,43,True,False,True,False,False,False,False
7467,42,15,45,True,False,True,False,False,False,False
7468,42,15,46,True,False,True,False,False,False,False
7469,42,15,47,True,False,True,False,False,False,False
7470,42,15,48,True,False,True,False,False,False,False
7471,42,16,33,True,False,True,False,False,False,False
7472,42,16,34,True,False,True,False,False,False,False
7473,42,16,35,True,False,True,False,False,False,False
7474,42,16,36,True,False,True,False,False,False,False
7475,42,16,37,True,False,True,False,False,False,False
7476,42,16,38,True,False,True,False,False,False,False
7477,42,16,39,True,False,True,False,False,False,False
7478,42,16,40,True,False,True,False,False,False,False
7479,42,16,41,True,False,True,False,False,False,False
7480,42,16,42,True,False,True,False,False,False,False
7481,42,17,33,True,False,True,False,False,False,False
7482,42,17,34,True,False,True,False,False,False,False
7483,42,17,35,True,False,True,False,False,False,False
7484,42,17,36,True,False,True,False,False,False,False
7485,42,17,37,True,False,True,False,False,False,False
7486,42,17,38,True,False,True,False,False,False,False
7487,42,17,40,True,False,True,False,False,False,False
7488,42,17,41,True,False,True,False,False,False,False
7489,42,17,42,True,False,True,False,False,False,False
7490,42,17,43,True,False,True,False,False,False,False
7491,42,18,34,True,False,True,False,False,False,False
7492,42,18,35,True,False,True,False,False,False,False
7493,42,18,36,True,False,True,False,False,False,False
7494,42,18,37,True,False,True,False,False,False,False
7495,42,18,38,True,False,True,False,False,False,False
7496,42,18,39,True,False,True,False,False,False,False
7497,42,18,40,True,False,True,False,False,False,False
7498,42,18,41,True,False,True,False,False,False,False
7499,42,18,42,True,False,True,False,False,False,False
7500,42,18,43,True,False,True,False,False,False,False
7501,42,19,35,True,False,True,False,False,False,False
7502,42,19,38,True,False,True,False,False,False,False
7503,42,19,39,True,False,True,False,False,False,False
7504,42,19,40,True,False,True,False,False,False,False
7505,42,19,41,True,False,True,False,False,False,False
7506,42,19,42,True,False,True,False,False,False,False
7507,42,19,43,True,False,True,False,False,False,False
7508,42,20,39,True,False,True,False,False,False,False
7509,42,20,40,True,False,True,False,False,False,False
7510,42,20,41,True,False,True,False,False,False,False
7511,42,20,42,True,False,True,False,False,False,False
7512,42,20,43,True,False,True,False,False,False,False
7513,42,21,41,True,False,True,False,False,False,False
7514,42,21,42,True,False,True,False,False,False,False
7515,42,22,42,True,False,True,False,False,False,False
7516,42,23,41,True,False,True,False,False,False,False
7517,43,4,44,True,True,False,True,False,False,False
7518,43,4,45,True,True,False,True,False,False,False
7519,43,5,39,True,True,False,True,False,False,False
7520,43,5,40,True,True,False,True,False,False,False
7521,43,5,42,True,True,False,True,False,False,False
7522,43,5,43,True,True,False,True,False,False,False
7523,43,5,44,True,True,False,True,False,False,False
7524,43,5,45,True,True,False,True,False,False,False
7525,43,5,46,True,True,False,True,False,False,False
7526,43,5,47,True,True,False,True,False,False,False
7527,43,5,48,True,True,False,True,False,False,False
7528,43,5,49,True,True,False,True,False,False,False
7529,43,6,36,True,True,False,False,True,False,False
7530,43,6,37,True,True,False,True,False,False,False
7531,43,6,38,True,True,False,True,False,False,False
7532,43,6,39,True,True,False,True,False,False,False
7533,43,6,40,True,True,False,True,False,False,False
7534,43,6,41,True,True,False,True,False,False,False
7535,43,6,42,True,True,False,True,False,False,False
7536,43,6,43,True,True,False,True,False,False,False
7537,43,6,44,True,True,False,True,False,False,False
7538,43,6,45,True,True,False,True,False,False,False
7539,43,6,46,True,True,False,True,False,False,False
7540,43,6,47,True,True,False,True,False,False,False
7541,43,6,48,True,True,False,True,False,False,False
7542,43,6,49,True,False,True,False,False,False,False
7543,43,6,50,True,False,True,False,False,False,False
7544,43,6,51,True,False,True,False,False,False,False
7545,43,7,34,True,True,False,False,True,False,False
7546,43,7,35,True,True,False,False,True,False,False
7547,43,7,36,True,True,False,False,True,False,False
7548,43,7,37,True,True,False,False,True,False,False
7549,43,7,38,True,True,False,True,False,False,False
7550,43,7,39,True,True,False,True,False,False,False
7551,43,7,40,True,True,False,True,False,False,False
7552,43,7,41,True,True,False,True,False,False,False
7553,43,7,42,True,True,False,True,False,False,False
7554,43,7,43,True,True,False,True,False,False,False
7555,43,7,44,True,True,False,True,False,False,False
7556,43,7,45,True,True,False,True,False,False,False
7557,43,7,46,True,True,False,True,False,False,False
7558,43,7,47,True,True,False,True,False,False,False
7559,43,7,48,True,True,False,True,False,False,False
7560,43,7,49,True,False,True,False,False,False,False
7561,43,7,50,True,False,True,False,False,False,False
7562,43,7,51,True,False,True,False,False,False,False
7563,43,8,36,True,True,False,False,True,False,False
7564,43,8,37,True,True,False,False,True,False,False
7565,43,8,38,True,True,False,True,False,False,False
7566,43,8,39,True,True,False,True,False,False,False
7567,43,8,40,True,True,False,True,False,False,False
7568,43,8,41,True,True,False,True,False,False,False
7569,43,8,42,True,True,False,True,False,False,False
7570,43,8,43,True,True,False,True,False,False,False
7571,43,8,44,True,True,False,True,False,False,False
7572,43,8,46,True,True,False,True,False,False,False
7573,43,8,47,True,True,False,True,False,False,False
7574,43,8,48,True,True,False,True,False,False,False
7575,43,8,49,True,False,True,False,False,False,False
7576,43,8,50,True,False,True,False,False,False,False
7577,43,8,51,True,False,True,False,False,False,False
7578,43,9,37,True,True,False,True,False,False,False
7579,43,9,38,True,True,False,True,False,False,False
7580,43,9,39,True,True,False,True,False,False,False
7581,43,9,40,True,True,False,True,False,False,False
7582,43,9,41,True,True,False,True,False,False,False
7583,43,9,42,True,True,False,True,False,False,False
7584,43,9,45,True,False,True,False,False,False,False
7585,43,9,46,True,False,True,False,False,False,False
7586,43,9,47,True,False,True,False,False,False,False
7587,43,9,48,True,False,True,False,False,False,False
7588,43,9,49,True,False,True,False,False,False,False
7589,43,9,50,True,False,True,False,False,False,False
7590,43,9,51,True,False,True,False,False,False,False
7591,43,9,52,True,False,True,False,False,False,False
7592,43,10,36,True,True,False,True,False,False,False
7593,43,10,37,True,True,False,True,False,False,False
7594,43,10,38,True,True,False,True,False,False,False
7595,43,10,39,True,True,False,True,False,False,False
7596,43,10,40,True,True,False,True,False,False,False
7597,43,10,41,True,True,False,True,False,False,False
7598,43,10,42,True,True,False,True,False,False,False
7599,43,10,43,True,True,False,True,False,False,False
7600,43,10,44,True,False,True,False,False,False,False
7601,43,10,45,True,False,True,False,False,False,False
7602,43,10,46,True,False,True,False,False,False,False
7603,43,10,47,True,False,True,False,False,False,False
7604,43,10,48,True,False,True,False,False,False,False
7605,43,10,49,True,False,True,False,False,False,False
7606,43,10,50,True,False,True,False,False,False,False
7607,43,10,51,True,False,True,False,False,False,False
7608,43,11,35,True,False,True,False,False,False,False
7609,43,11,36,True,True,False,False,True,False,False
7610,43,11,38,True,True,False,True,False,False,False
7611,43,11,39,True,False,True,False,False,False,False
7612,43,11,40,True,False,True,False,False,False,False
7613,43,11,41,True,False,True,False,False,False,False
7614,43,11,42,True,False,True,False,False,False,False
7615,43,11,43,True,False,True,False,False,False,False
7616,43,11,44,True,False,True,False,False,False,False
7617,43,11,45,True,False,True,False,False,False,False
7618,43,11,46,True,False,True,False,False,False,False
7619,43,11,47,True,False,True,False,False,False,False
7620,43,11,48,True,False,True,False,False,False,False
7621,43,11,49,True,False,True,False,False,False,False
7622,43,11,50,True,False,True,False,False,False,False
7623,43,12,35,True,False,True,False,False,False,False
7624,43,12,36,True,False,True,False,False,False,False
7625,43,12,38,True,False,True,False,False,False,False
7626,43,12,39,True,False,True,False,False,False,False
7627,43,12,40,True,False,True,False,False,False,False
7628,43,12,41,True,False,True,False,False,False,False
7629,43,12,42,True,False,True,False,False,False,False
7630,43,12,43,True,False,True,False,False,False,False
7631,43,12,44,True,False,True,False,False,False,False
7632,43,12,45,True,False,True,False,False,False,False
7633,43,12,46,True,False,True,False,False,False,False
7634,43,12,47,True,False,True,False,False,False,False
7635,43,12,48,True,False,True,False,False,False,False
7636,43,12,49,True,False,True,False,False,False,False
7637,43,13,35,True,False,True,False,False,False,False
7638,43,13,36,True,False,True,False,False,False,False
7639,43,13,37,True,False,True,False,False,False,False
7640,43,13,38,True,False,True,False,False,False,False
7641,43,13,39,True,False,True,False,False,False,False
7642,43,13,40,True,False,True,False,False,False,False
7643,43,13,41,True,False,True,False,False,False,False
7644,43,13,42,True,False,True,False,False,False,False
7645,43,13,43,True,False,True,False,False,False,False
7646,43,13,44,True,False,True,False,False,False,False
7647,43,13,45,True,False,True,False,False,False,False
7648,43,13,46,True,False,True,False,False,False,False
7649,43,13,47,True,False,True,False,False,False,False
7650,43,13,48,True,False,True,False,False,False,False
7651,43,14,35,True,False,True,False,False,False,False
7652,43,14,36,True,False,True,False,False,False,False
7653,43,14,38,True,False,True,False,False,False,False
7654,43,14,39,True,False,True,False,False,False,False
7655,43,14,40,True,False,True,False,False,False,False
7656,43,14,41,True,False,True,False,False,False,False
7657,43,14,42,True,False,True,False,False,False,False
7658,43,14,43,True,False,True,False,False,False,False
7659,43,14,44,True,False,True,False,False,False,False
7660,43,14,45,True,False,True,False,False,False,False
7661,43,14,46,True,False,True,False,False,False,False
7662,43,14,47,True,False,True,False,False,False,False
7663,43,14,48,True,False,True,False,False,False,False
7664,43,15,36,True,False,True,False,False,False,False
7665,43,15,38,True,False,True,False,False,False,False
7666,43,15,39,True,False,True,False,False,False,False
7667,43,15,40,True,False,True,False,False,False,False
7668,43,15,41,True,False,True,False,False,False,False
7669,43,15,42,True,False,True,False,False,False,False
7670,43,15,43,True,False,True,False,False,False,False
7671,43,15,44,True,False,True,False,False,False,False
7672,43,15,45,True,False,True,False,False,False,False
7673,43,15,46,True,False,True,False,False,False,False
7674,43,15,47,True,False,True,False,False,False,False
7675,43,16,36,True,False,True,False,False,False,False
7676,43,16,37,True,False,True,False,False,False,False
7677,43,16,38,True,False,True,False,False,False,False
7678,43,16,39,True,False,True,False,False,False,False
7679,43,16,40,True,False,True,False,False,False,False
7680,43,16,41,True,False,True,False,False,False,False
7681,43,16,42,True,False,True,False,False,False,False
7682,43,17,37,True,False,True,False,False,False,False
7683,43,17,38,True,False,True,False,False,False,False
7684,43,17,39,True,False,True,False,False,False,False
7685,43,17,40,True,False,True,False,False,False,False
7686,43,17,41,True,False,True,False,False,False,False
7687,43,17,42,True,False,True,False,False,False,False
7688,43,17,43,True,False,True,False,False,False,False
7689,43,18,35,True,True,False,True,False,False,False
7690,43,18,36,True,True,False,True,False,False,False
7691,43,18,37,True,False,True,False,False,False,False
7692,43,18,38,True,False,True,False,False,False,False
7693,43,18,39,True,False,True,False,False,False,False
7694,43,18,40,True,False,True,False,False,False,False
7695,43,19,36,True,True,False,True,False,False,False
7696,43,19,37,True,True,False,True,False,False,False
7697,43,19,38,True,False,True,False,False,False,False
7698,43,19,39,True,False,True,False,False,False,False
7699,43,19,40,True,False,True,False,False,False,False
7700,43,19,41,True,False,True,False,False,False,False
7701,43,19,42,True,False,True,False,False,False,False
7702,43,19,43,True,False,True,False,False,False,False
7703,43,19,44,True,False,True,False,False,False,False
7704,43,20,36,True,True,False,True,False,False,False
7705,43,20,37,True,True,False,True,False,False,False
7706,43,20,38,True,False,True,False,False,False,False
7707,43,20,39,True,False,True,False,False,False,False
7708,43,20,40,True,False,True,False,False,False,False
7709,43,20,41,True,False,True,False,False,False,False
7710,43,20,42,True,False,True,False,False,False,False
7711,43,20,43,True,False,True,False,False,False,False
7712,43,20,44,True,False,True,False,False,False,False
7713,43,20,45,True,False,True,False,False,False,False
7714,43,20,47,True,False,True,False,False,False,False
7715,43,21,37,True,True,False,False,True,False,False
7716,43,21,38,True,False,True,False,False,False,False
7717,43,21,39,True,False,True,False,False,False,False
7718,43,21,40,True,False,True,False,False,False,False
7719,43,21,41,True,False,True,False,False,False,False
7720,43,21,42,True,False,True,False,False,False,False
7721,43,21,43,True,False,True,False,False,False,False
7722,43,21,44,True,False,True,False,False,False,False
7723,43,21,45,True,False,True,False,False,False,False
7724,43,22,38,True,False,True,False,False,False,False
7725,43,22,39,True,False,True,False,False,False,False
7726,43,22,40,True,False,True,False,False,False,False
7727,43,22,41,True,False,True,False,False,False,False
7728,43,22,42,True,False,True,False,False,False,False
7729,43,22,43,True,False,True,False,False,False,False
7730,43,22,44,True,False,True,False,False,False,False
7731,43,23,38,True,False,True,False,False,False,False
7732,43,23,39,True,False,True,False,False,False,False
7733,43,23,40,True,False,True,False,False,False,False
7734,43,23,41,True,False,True,False,False,False,False
7735,43,23,42,True,False,True,False,False,False,False
7736,43,23,43,True,False,True,False,False,False,False
7737,43,24,41,True,False,True,False,False,False,False
7738,44,5,43,True,True,False,True,False,False,False
7739,44,5,44,True,True,False,True,False,False,False
7740,44,5,45,True,True,False,True,False,False,False
7741,44,5,46,True,True,False,True,False,False,False
7742,44,5,47,True,True,False,True,False,False,False
7743,44,6,42,True,True,False,True,False,False,False
7744,44,6,43,True,True,False,True,False,False,False
7745,44,6,44,True,True,False,True,False,False,False
7746,44,6,45,True,True,False,True,False,False,False
7747,44,6,46,True,True,False,True,False,False,False
7748,44,6,47,True,True,False,True,False,False,False
7749,44,6,48,True,True,False,True,False,False,False
7750,44,7,39,True,True,False,True,False,False,False
7751,44,7,40,True,True,False,True,False,False,False
7752,44,7,41,True,True,False,True,False,False,False
7753,44,7,43,True,True,False,True,False,False,False
7754,44,7,44,True,True,False,True,False,False,False
7755,44,7,45,True,True,False,True,False,False,False
7756,44,7,46,True,True,False,True,False,False,False
7757,44,7,47,True,True,False,True,False,False,False
7758,44,7,48,True,True,False,True,False,False,False
7759,44,8,39,True,True,False,True,False,False,False
7760,44,8,40,True,True,False,True,False,False,False
7761,44,8,41,True,True,False,True,False,False,False
7762,44,8,47,True,True,False,True,False,False,False
7763,44,8,48,True,True,False,True,False,False,False
7764,44,8,49,True,False,True,False,False,False,False
7765,44,9,38,True,True,False,True,False,False,False
7766,44,9,39,True,True,False,True,False,False,False
7767,44,9,40,True,True,False,True,False,False,False
7768,44,9,41,True,True,False,True,False,False,False
7769,44,9,42,True,True,False,True,False,False,False
7770,44,9,45,True,False,True,False,False,False,False
7771,44,9,46,True,False,True,False,False,False,False
7772,44,9,47,True,False,True,False,False,False,False
7773,44,9,48,True,False,True,False,False,False,False
7774,44,10,36,True,True,False,True,False,False,False
7775,44,10,37,True,True,False,True,False,False,False
7776,44,10,38,True,True,False,True,False,False,False
7777,44,10,39,True,True,False,True,False,False,False
7778,44,10,40,True,True,False,True,False,False,False
7779,44,10,41,True,True,False,True,False,False,False
7780,44,10,42,True,True,False,True,False,False,False
7781,44,10,45,True,False,True,False,False,False,False
7782,44,10,46,True,False,True,False,False,False,False
7783,44,10,47,True,False,True,False,False,False,False
7784,44,10,48,True,False,True,False,False,False,False
